,document,subject,relation,object
35,"Arjuna asked Gandharva if Veda-knowing Brahmana is worthy to be appointed as a priest.He replied that he is, because he is well-versed in Vedic literature.Arjuna then asked for a priest to be chosen.",he,is,because versed
36,"Arjuna asked Gandharva if Veda-knowing Brahmana is worthy to be appointed as a priest.He replied that he is, because he is well-versed in Vedic literature.Arjuna then asked for a priest to be chosen.",knowing Brahmana,be appointed,as priest.He replied
37,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,is engaged in,penances.Gandharva
38,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,brother of,Devala
39,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,is engaged there in,penances.Gandharva
40,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,is engaged in,ascetic penances.Gandharva
41,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",priest,is in,Utkochaka
42,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,is engaged there in,ascetic penances.Gandharva
43,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,is,engaged there
44,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",he,is,appointed
45,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",he,is,if appointed
46,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",Dhaumya,is,engaged
47,"Dhaumya, the younger brother of Devala, is engaged there in ascetic penances.Gandharva suggests appointing him as a priest in Utkochaka as a shrine in the woods.He agrees to do so if he is appointed.",shrine,is in,woods.He
48,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",they,got,blessings of Brahmana
49,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",Pandavas,went to,asylum
50,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",Pandavas,went to,sacred asylum of Dhaumya
51,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",they,got,blessings
52,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",Pandavas,went to,Utkochaka
53,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",Pandavas,went to,sacred asylum
54,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",they,blessings of,Brahmana
55,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",Pandavas,went to,asylum of Dhaumya
56,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",Utkochaka,asylum of,Dhaumya
57,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",they,went to,Swayamvara
58,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",they,went to,Swayamvara of Princess
59,"The Pandavas went to Utkochaka, the sacred asylum of Dhaumya, and they got the blessings of Brahmana, their priest.He made them his Yajamanas (spiritual disciples).Then they went to the Swayamvara of the Princess of Panchala.",they,went to,Swayamvara of Princess of Panchala
60,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",Pandavas,are going,to see
61,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",Pandavas are going,witness,festivities
62,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",Pandavas,are going,see
63,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",abode,is in,country of Panchalas
64,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",Pandavas,see,Draupadi 's marriage.The Brahmanas
65,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",Draupadi,has,marriage.The Brahmanas
66,"The Pandavas are going to Panchala to see Draupadi's marriage.The Brahmanas are coming from Ekachakra to the abode of Drupada in the country of the Panchalas to see the Swayamvara.They will also be there to witness the festivities of the wedding of the daughter of Yajnasena, who will choose a husband from the invited princes.",Pandavas,are going to,Panchala
67,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",maiden,has,wedding.Yudhistthira
68,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Swayamvara,has,jubilee
69,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Brahmanas,will go,with Yudhishthira witness
70,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Yudhishthira,witness,witness
71,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",maiden,has,maiden
72,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Swayamvara 's jubilee,witness,maiden 's maiden 's wedding.Yudhistthira
73,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Yudhishthira,witness,Swayamvara 's jubilee
74,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Brahmanas,will go,Yudhishthira to witness
75,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Yudhishthira,witness,to witness
76,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Brahmanas,will go,with Yudhishthira to witness
77,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Brahmanas will go,is excited about,it
78,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Brahmanas,will go,Yudhishthira witness
79,"Brahmanas will go with Yudhishthira to witness Swayamvara's jubilee to witness the maiden's maiden's wedding.Yudhistthira is excited about it.  .  ""Yeu",Brahmanas will go,is,excited
80,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Drupada.They,took up quarters in,house of potter
81,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Brahmanical profession.No,recognised during,their stay
82,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Drupada.They,took up,quarters
83,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Brahmanical profession.No,recognised,them
84,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Brahmanical profession.No one,recognised during,their stay
85,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Drupada.They,took up in,house
86,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Brahmanical profession.No one,recognised,them
87,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,their stay,is in,Drupado 's capital
88,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Brahmanical profession.No,recognised during,their stay in Drupado 's capital
89,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Brahmanical profession.No one,recognised during,their stay in Drupado 's capital
90,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Drupada.They,took up quarters in,house
91,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Drupada.They,took up in,house of potter
92,The Pandavas entered the country of the Panchalas ruled by the king Drupada.They took up quarters in the house of a potter and adopted the Brahmanical profession.No one recognised them during their stay in Drupado's capital.,Drupado,in,capital
93,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,wanted,bestow on Kiriti
94,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",arrows,shoot,mark above machine
95,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,always wanted,to bestow on Kiriti
96,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",that,obtain,my daughter
97,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",adorned arrows,shoot,mark above machine
98,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,always wanted,bestow on Kiriti
99,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,wanted,to bestow
100,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Kiriti,son of,Pandu.O Janamejaya
101,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow on,Arjuna
102,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",adorned arrows,shoot,mark
103,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow on,son of Pandu.O Janamejaya
104,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Kiriti,king of,Panchala
105,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow on,Kiriti
106,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,always wanted,bestow
107,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",arrows,shoot,mark
108,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow,his daughter
109,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow on,son
110,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow on,king
111,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,always wanted,to bestow
112,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",He,string,bow
113,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,bestow on,king of Panchala
114,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,wanted,bestow
115,"Yajnasena always wanted to bestow his daughter on Kiriti (Arjuna), the son of Pandu.O Janamejaya, the king of Panchala, made a very stiff bow that was incapable of being bent by anyone except Arjuna.Drupada said, 'He that will string this bow and with these well-adorned arrows shoot the mark above the machine shall obtain my daughter'",Yajnasena,wanted,to bestow on Kiriti
116,King Drupada proclaimed the Swayamvara.King Duryodhana and the Kurus accompanied by Kama came to his capital.The monarch entered the grand amphitheatre by the north-eastern gate.It was surrounded by mansions with high walls and a moat.The windows of the mansions were covered with net works of gold.The walls were set with diamonds and precious costly carpets and cloths.,entered,were,set
117,King Drupada proclaimed the Swayamvara.King Duryodhana and the Kurus accompanied by Kama came to his capital.The monarch entered the grand amphitheatre by the north-eastern gate.It was surrounded by mansions with high walls and a moat.The windows of the mansions were covered with net works of gold.The walls were set with diamonds and precious costly carpets and cloths.,mansions,is with,high walls
118,King Drupada proclaimed the Swayamvara.King Duryodhana and the Kurus accompanied by Kama came to his capital.The monarch entered the grand amphitheatre by the north-eastern gate.It was surrounded by mansions with high walls and a moat.The windows of the mansions were covered with net works of gold.The walls were set with diamonds and precious costly carpets and cloths.,King Drupada,proclaimed,Swayamvara.King Duryodhana accompanied
119,The Pandavas and the Brahmanas were watching the performance of the king of the Panchalas.,Brahmanas,were watching,performance of king
120,The Pandavas and the Brahmanas were watching the performance of the king of the Panchalas.,Brahmanas,were watching,performance
121,The Pandavas and the Brahmanas were watching the performance of the king of the Panchalas.,Pandavas,were watching,performance of king of Panchalas
122,The Pandavas and the Brahmanas were watching the performance of the king of the Panchalas.,Pandavas,were watching,performance
123,The Pandavas and the Brahmanas were watching the performance of the king of the Panchalas.,Pandavas,were watching,performance of king
124,The Pandavas and the Brahmanas were watching the performance of the king of the Panchalas.,Brahmanas,were watching,performance of king of Panchalas
125,Drupada's daughter entered the amphitheatre with a dish of gold and a garland of flowers.,Drupada,has,daughter
126,Drupada's daughter entered the amphitheatre with a dish of gold and a garland of flowers.,Drupada 's daughter,entered with,dish
127,Drupada's daughter entered the amphitheatre with a dish of gold and a garland of flowers.,Drupada 's daughter,entered amphitheatre with,dish
128,Drupada's daughter entered the amphitheatre with a dish of gold and a garland of flowers.,Drupada 's daughter,entered amphitheatre with,dish of gold
129,Drupada's daughter entered the amphitheatre with a dish of gold and a garland of flowers.,Drupada 's daughter,entered with,dish of gold
130,Drupada's daughter entered the amphitheatre with a dish of gold and a garland of flowers.,Drupada 's daughter,entered,amphitheatre
131,Drupada's son recited to his sister the names and lineages of the assembled lords of the earth.,Drupada 's son,recited,names of assembled lords of earth
