,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags,tag
166,166,9,delightful,O,JJ,O
167,167,9,banks,O,NNS,O
168,168,9,of,O,IN,O
169,169,9,the,O,DT,O
170,170,9,Bhagirathi,B-PLACE,NNP,O
171,171,9,and,O,CC,O
172,172,9,went,O,VBD,O
173,173,9,wheresoever,O,IN,O
174,174,9,they,O,PRP,O
175,175,9,desired,O,VBD,O
176,176,9,.,O,.,O
177,177,10,Then,O,RB,O
178,178,10,",",O,",",O
179,179,10,O,O,NNP,O
180,180,10,Bharata,B-PLACE,NNP,O
181,181,10,",",O,",",O
182,182,10,the,O,DT,O
183,183,10,Pandavas,B-COMMUNITY,NNP,O
184,184,10,going,O,VBG,O
185,185,10,to,O,TO,O
186,186,10,Utkochaka,B-PLACE,NNP,O
187,187,10,",",O,",",O
188,188,10,the,O,DT,O
189,189,10,sacred,O,JJ,O
190,190,10,asylum,O,NN,O
191,191,10,of,O,IN,O
192,192,10,Dhaumya,B-PER,NNP,O
193,193,10,installed,O,VBD,O
194,194,10,Dhaumya,B-PER,NNP,O
195,195,10,as,O,IN,O
196,196,10,their,O,PRP$,O
197,197,10,priest,O,NN,O
198,198,10,.,O,.,O
199,199,11,And,O,CC,O
200,200,11,Dhaumya,B-PER,NNP,O
201,201,11,",",O,",",O
202,202,11,the,O,DT,O
203,203,11,foremost,O,NN,O
204,204,11,of,O,IN,O
205,205,11,all,O,DT,O
206,206,11,conversant,O,NN,O
207,207,11,with,O,IN,O
208,208,11,the,O,DT,O
209,209,11,Vedas,B-LIT&ART,NNP,O
210,210,11,",",O,",",O
211,211,11,receiving,O,VBG,O
212,212,11,them,O,PRP,O
213,213,11,with,O,IN,O
214,214,11,presents,O,NNS,O
215,215,11,of,O,IN,O
216,216,11,wild,O,JJ,O
217,217,11,fruits,O,NNS,O
218,218,11,and,O,CC,O
219,219,11,(,O,(,O
220,220,11,edible,O,JJ,O
221,221,11,),O,),O
222,222,11,roots,O,NNS,O
223,223,11,",",O,",",O
224,224,11,consented,O,VBN,O
225,225,11,to,O,TO,O
226,226,11,become,O,VB,O
227,227,11,their,O,PRP$,O
228,228,11,priest,O,NN,O
229,229,11,.,O,.,O
230,230,12,And,O,CC,O
231,231,12,the,O,DT,O
232,232,12,Pandavas,B-COMMUNITY,NNP,O
233,233,12,with,O,IN,O
234,234,12,their,O,PRP$,O
235,235,12,mother,O,NN,O
236,236,12,forming,O,VBG,O
237,237,12,the,O,DT,O
238,238,12,sixth,O,NN,O
239,239,12,of,O,IN,O
240,240,12,the,O,DT,O
241,241,12,company,O,NN,O
242,242,12,",",O,",",O
243,243,12,having,O,VBG,O
244,244,12,obtained,O,VBN,O
245,245,12,that,O,WDT,O
246,246,12,Brahmana,B-COMMUNITY,NNP,O
247,247,12,as,O,IN,O
248,248,12,their,O,PRP$,O
249,249,12,priest,O,NN,O
250,250,12,regarded,O,VBD,O
251,251,12,their,O,PRP$,O
252,252,12,sovereignty,O,NN,O
253,253,12,and,O,CC,O
254,254,12,kingdom,O,NN,O
255,255,12,as,O,IN,O
256,256,12,already,O,RB,O
257,257,12,regained,O,VBN,O
258,258,12,and,O,CC,O
259,259,12,the,O,DT,O
260,260,12,daughter,O,NN,O
261,261,12,of,O,IN,O
262,262,12,the,O,DT,O
263,263,12,Panchala,B-PLACE,NNP,O
264,264,12,king,O,NN,O
265,265,12,as,O,IN,O
266,266,12,already,O,RB,O
267,267,12,obtained,O,VBN,O
268,268,12,in,O,IN,O
269,269,12,the,O,DT,O
270,270,12,Swayamavara,B-EVE,NNP,O
271,271,12,.,O,.,O
272,272,13,And,O,CC,O
273,273,13,those,O,DT,O
274,274,13,bulls,O,NNS,O
275,275,13,of,O,IN,O
276,276,13,the,O,DT,O
277,277,13,Bharata,B-COMMUNITY,NNP,O
278,278,13,race,O,NN,O
279,279,13,",",O,",",O
280,280,13,having,O,VBG,O
281,281,13,obtained,O,VBN,O
282,282,13,the,O,DT,O
283,283,13,master,O,NN,O
284,284,13,Dhaumya,B-PER,NNP,O
285,285,13,as,O,IN,O
286,286,13,their,O,PRP$,O
287,287,13,priest,O,NN,O
288,288,13,",",O,",",O
289,289,13,also,O,RB,O
290,290,13,regarded,O,VBD,O
291,291,13,themselves,O,PRP,O
292,292,13,as,O,IN,O
293,293,13,placed,O,VBN,O
294,294,13,under,O,IN,O
295,295,13,a,O,DT,O
296,296,13,powerful,O,JJ,O
297,297,13,protector,O,NN,O
298,298,13,.,O,.,O
299,299,14,And,O,CC,O
300,300,14,the,O,DT,O
301,301,14,high-souled,O,JJ,O
302,302,14,Dhaumya,B-PER,NNP,O
303,303,14,",",O,",",O
304,304,14,acquainted,O,VBD,O
305,305,14,with,O,IN,O
306,306,14,the,O,DT,O
307,307,14,TRUE,O,JJ,O
308,308,14,meaning,O,NN,O
309,309,14,of,O,IN,O
310,310,14,the,O,DT,O
311,311,14,Vedas,B-LIT&ART,NNP,O
312,312,14,and,O,CC,O
313,313,14,every,O,DT,O
314,314,14,rule,O,NN,O
315,315,14,of,O,IN,O
316,316,14,morality,O,NN,O
317,317,14,",",O,",",O
318,318,14,becoming,O,VBG,O
319,319,14,the,O,DT,O
320,320,14,spiritual,O,JJ,O
321,321,14,preceptor,O,NN,O
322,322,14,of,O,IN,O
323,323,14,the,O,DT,O
324,324,14,virtuous,O,JJ,O
325,325,14,Pandavas,B-COMMUNITY,NNP,O
326,326,14,",",O,",",O
327,327,14,made,O,VBD,O
328,328,14,them,O,PRP,O
329,329,14,his,O,PRP$,O
330,330,14,Yajamanas,O,NN,O
331,331,14,(,O,(,O
332,332,14,spiritual,O,JJ,O
333,333,14,disciples,O,NNS,O
334,334,14,),O,),O
335,335,14,.,O,.,O
336,336,15,And,O,CC,O
337,337,15,that,O,DT,O
338,338,15,Brahmana,B-COMMUNITY,NNP,O
339,339,15,",",O,",",O
340,340,15,beholding,O,VBG,O
341,341,15,those,O,DT,O
342,342,15,heroes,O,NNS,O
343,343,15,endued,O,VBN,O
344,344,15,with,O,IN,O
345,345,15,intelligence,O,NN,O
346,346,15,and,O,CC,O
347,347,15,strength,O,NN,O
348,348,15,and,O,CC,O
349,349,15,perseverance,O,NN,O
350,350,15,like,O,IN,O
351,351,15,unto,O,IN,O
352,352,15,the,O,DT,O
353,353,15,celestials,O,NNS,O
354,354,15,",",O,",",O
355,355,15,regarded,O,VBD,O
356,356,15,them,O,PRP,O
357,357,15,as,O,IN,O
358,358,15,already,O,RB,O
359,359,15,restored,O,VBN,O
360,360,15,",",O,",",O
361,361,15,by,O,IN,O
362,362,15,virtue,O,NN,O
363,363,15,of,O,IN,O
364,364,15,their,O,PRP$,O
365,365,15,own,O,JJ,O
366,366,15,accomplishments,O,NNS,O
367,367,15,to,O,TO,O
368,368,15,their,O,PRP$,O
369,369,15,sovereignty,O,NN,O
370,370,15,and,O,CC,O
371,371,15,kingdom,O,NN,O
372,372,15,.,O,.,O
373,373,16,Then,O,RB,O
374,374,16,those,O,DT,O
375,375,16,kings,O,NNS,O
376,376,16,of,O,IN,O
377,377,16,men,O,NNS,O
378,378,16,",",O,",",O
379,379,16,having,O,VBG,O
380,380,16,had,O,VBD,O
381,381,16,benedictions,O,NNS,O
382,382,16,uttered,O,VBN,O
383,383,16,upon,O,IN,O
384,384,16,them,O,PRP,O
385,385,16,by,O,IN,O
386,386,16,that,O,DT,O
387,387,16,Brahmana,B-COMMUNITY,NNP,O
388,388,16,",",O,",",O
389,389,16,resolved,O,VBD,O
390,390,16,to,O,TO,O
391,391,16,go,O,VB,O
392,392,16,",",O,",",O
393,393,16,accompanied,O,VBN,O
394,394,16,by,O,IN,O
395,395,16,him,O,PRP,O
396,396,16,",",O,",",O
397,397,16,to,O,TO,O
398,398,16,the,O,DT,O
399,399,16,Swayamvara,B-EVE,NNP,O
400,400,16,of,O,IN,O
401,401,16,the,O,DT,O
402,402,16,Princess,O,NNP,O
403,403,16,of,O,IN,O
404,404,16,Panchala,B-PLACE,NNP,O
405,405,16,.,O,.,O
406,406,16,',O,'',O
407,407,16,'',O,'',O
408,408,17,(,O,(,O
409,409,17,Swayamvara,B-EVE,NNP,O
410,410,17,Parva,I-LIT&ART,NNP,O
411,411,17,),O,),O
412,412,17,``,O,``,O
413,413,17,Vaisampayana,B-PER,NNP,O
414,414,17,said,O,VBD,O
415,415,17,",",O,",",O
416,416,17,'Then,O,'',O
417,417,17,those,O,DT,O
418,418,17,tigers,O,NNS,O
419,419,17,among,O,IN,O
420,420,17,men,O,NNS,O
421,421,17,--,O,:,O
422,422,17,those,O,DT,O
423,423,17,brothers,O,NNS,O
424,424,17,--,O,:,O
425,425,17,the,O,DT,O
426,426,17,five,O,CD,O
427,427,17,Pandavas,B-COMMUNITY,NNP,O
428,428,17,",",O,",",O
429,429,17,set,O,VBD,O
430,430,17,out,O,RP,O
431,431,17,for,O,IN,O
432,432,17,Panchala,B-PLACE,NNP,O
433,433,17,to,O,TO,O
434,434,17,behold,O,VB,O
435,435,17,that,O,DT,O
436,436,17,country,O,NN,O
437,437,17,and,O,CC,O
438,438,17,Draupadi,B-PER,NNP,O
439,439,17,and,O,CC,O
440,440,17,the,O,DT,O
441,441,17,festivities,O,NNS,O
442,442,17,(,O,(,O
443,443,17,in,O,IN,O
444,444,17,view,O,NN,O
445,445,17,of,O,IN,O
446,446,17,her,O,PRP$,O
447,447,17,marriage,O,NN,O
448,448,17,),O,),O
449,449,17,.,O,.,O
450,450,18,And,O,CC,O
451,451,18,those,O,DT,O
452,452,18,tigers,O,NNS,O
453,453,18,among,O,IN,O
454,454,18,men,O,NNS,O
455,455,18,--,O,:,O
456,456,18,those,O,DT,O
457,457,18,oppressors,O,NNS,O
458,458,18,of,O,IN,O
459,459,18,all,O,DT,O
460,460,18,enemies,O,NNS,O
461,461,18,--,O,:,O
462,462,18,in,O,IN,O
463,463,18,going,O,VBG,O
464,464,18,along,O,IN,O
465,465,18,with,O,IN,O
466,466,18,their,O,PRP$,O
467,467,18,mother,O,NN,O
468,468,18,",",O,",",O
469,469,18,saw,O,VBD,O
470,470,18,on,O,IN,O
471,471,18,the,O,DT,O
472,472,18,way,O,NN,O
473,473,18,numerous,O,JJ,O
474,474,18,Brahmanas,B-COMMUNITY,NNP,O
475,475,18,proceeding,O,NN,O
476,476,18,together,O,RB,O
477,477,18,.,O,.,O
478,478,19,And,O,CC,O
479,479,19,those,O,DT,O
480,480,19,Brahmanas,B-COMMUNITY,NNS,O
481,481,19,who,O,WP,O
482,482,19,were,O,VBD,O
483,483,19,all,O,DT,O
484,484,19,Brahmacharis,B-COMMUNITY,NNP,O
485,485,19,beholding,O,VBG,O
486,486,19,the,O,DT,O
487,487,19,Pandavas,B-COMMUNITY,NNP,O
488,488,19,",",O,",",O
489,489,19,O,O,NNP,O
490,490,19,king,O,NN,O
491,491,19,",",O,",",O
492,492,19,asked,O,VBD,O
493,493,19,them,O,PRP,O
494,494,19,",",O,",",O
495,495,19,'Where,O,EX,O
496,496,19,are,O,VBP,O
497,497,19,ye,O,RB,O
498,498,19,going,O,VBG,O
499,499,19,to,O,TO,O
500,500,19,?,O,.,O
501,501,20,Whence,O,NN,O
502,502,20,also,O,RB,O
503,503,20,are,O,VBP,O
504,504,20,ye,O,JJ,O
505,505,20,come,O,VBN,O
506,506,20,?,O,.,O
507,507,20,',O,'',O
508,508,21,And,O,CC,O
509,509,21,Yudhishthira,B-PER,NNP,O
510,510,21,replied,O,VBD,O
511,511,21,unto,O,IN,O
512,512,21,them,O,PRP,O
513,513,21,",",O,",",O
514,514,21,saying,O,VBG,O
515,515,21,",",O,",",O
516,516,21,'Ye,O,'',O
517,517,21,bulls,O,VBZ,O
518,518,21,among,O,IN,O
519,519,21,Brahmanas,B-COMMUNITY,NNP,O
520,520,21,",",O,",",O
521,521,21,know,O,VBP,O
522,522,21,ye,O,RB,O
523,523,21,that,O,IN,O
524,524,21,we,O,PRP,O
525,525,21,are,O,VBP,O
526,526,21,uterine,O,JJ,O
527,527,21,brothers,O,NNS,O
528,528,21,proceeding,O,VBG,O
529,529,21,together,O,RB,O
530,530,21,with,O,IN,O
531,531,21,our,O,PRP$,O
532,532,21,mother,O,NN,O
533,533,21,.,O,.,O
534,534,22,We,O,PRP,O
535,535,22,are,O,VBP,O
536,536,22,coming,O,VBG,O
537,537,22,even,O,RB,O
538,538,22,from,O,IN,O
539,539,22,Ekachakra,B-PLACE,NNP,O
540,540,22,.,O,.,O
541,541,22,',O,'',O
542,542,23,The,O,DT,O
543,543,23,Brahmanas,B-COMMUNITY,NNP,O
544,544,23,then,O,RB,O
545,545,23,said,O,VBD,O
546,546,23,",",O,",",O
547,547,23,'Go,O,'',O
548,548,23,ye,O,VBP,O
549,549,23,this,O,DT,O
550,550,23,very,O,RB,O
551,551,23,day,O,NN,O
552,552,23,to,O,TO,O
553,553,23,the,O,DT,O
554,554,23,abode,O,NN,O
555,555,23,of,O,IN,O
556,556,23,Drupada,B-PER,NNP,O
557,557,23,in,O,IN,O
558,558,23,the,O,DT,O
559,559,23,country,O,NN,O
560,560,23,of,O,IN,O
561,561,23,the,O,DT,O
562,562,23,Panchalas,B-COMMUNITY,NNP,O
563,563,23,.,O,.,O
564,564,24,A,O,DT,O
565,565,24,great,O,JJ,O
566,566,24,Swayamvara,B-EVE,NNP,O
567,567,24,takes,O,VBZ,O
568,568,24,place,O,NN,O
569,569,24,there,O,RB,O
570,570,24,",",O,",",O
571,571,24,on,O,IN,O
572,572,24,which,O,WDT,O
573,573,24,a,O,DT,O
574,574,24,large,O,JJ,O
575,575,24,sum,O,NN,O
576,576,24,of,O,IN,O
577,577,24,money,O,NN,O
578,578,24,will,O,MD,O
579,579,24,be,O,VB,O
580,580,24,spent,O,VBN,O
581,581,24,.,O,.,O
582,582,25,We,O,PRP,O
583,583,25,also,O,RB,O
584,584,25,are,O,VBP,O
585,585,25,proceeding,O,VBG,O
586,586,25,thither,O,NN,O
587,587,25,.,O,.,O
588,588,26,Let,O,VB,O
589,589,26,us,O,PRP,O
590,590,26,all,O,DT,O
591,591,26,go,O,VBP,O
592,592,26,together,O,RB,O
593,593,26,.,O,.,O
594,594,27,Extraordinary,O,JJ,O
595,595,27,festivities,O,NNS,O
596,596,27,will,O,MD,O
597,597,27,take,O,VB,O
598,598,27,place,O,NN,O
599,599,27,(,O,(,O
600,600,27,in,O,IN,O
601,601,27,Drupada,B-PER,NNP,O
602,602,27,'s,O,POS,O
603,603,27,abode,O,NN,O
604,604,27,),O,),O
605,605,27,.,O,.,O
606,606,28,The,O,DT,O
607,607,28,illustrious,O,JJ,O
608,608,28,Yajnasena,B-PER,NNP,O
609,609,28,",",O,",",O
610,610,28,otherwise,O,RB,O
611,611,28,called,O,VBN,O
612,612,28,Drupada,B-PER,NNP,O
613,613,28,",",O,",",O
614,614,28,had,O,VBD,O
615,615,28,a,O,DT,O
616,616,28,daughter,O,NN,O
617,617,28,risen,O,NN,O
618,618,28,from,O,IN,O
619,619,28,the,O,DT,O
620,620,28,centre,O,NN,O
621,621,28,of,O,IN,O
622,622,28,the,O,DT,O
623,623,28,sacrificial,O,JJ,O
624,624,28,altar,O,NN,O
625,625,28,.,O,.,O
626,626,29,Of,O,IN,O
627,627,29,eyes,O,NNS,O
628,628,29,like,O,IN,O
629,629,29,lotus-petals,O,NNS,O
630,630,29,and,O,CC,O
631,631,29,of,O,IN,O
632,632,29,faultless,O,JJ,O
633,633,29,features,O,NNS,O
634,634,29,endued,O,VBN,O
635,635,29,with,O,IN,O
636,636,29,youth,O,NN,O
637,637,29,and,O,CC,O
638,638,29,intelligence,O,NN,O
639,639,29,",",O,",",O
640,640,29,she,O,PRP,O
641,641,29,is,O,VBZ,O
642,642,29,extremely,O,RB,O
643,643,29,beautiful,O,JJ,O
644,644,29,.,O,.,O
645,645,30,And,O,CC,O
646,646,30,the,O,DT,O
647,647,30,slender-waisted,O,JJ,O
648,648,30,Draupadi,B-PER,NNP,O
649,649,30,of,O,IN,O
650,650,30,every,O,DT,O
651,651,30,feature,O,NN,O
652,652,30,perfectly,O,RB,O
653,653,30,faultless,O,JJ,O
654,654,30,",",O,",",O
655,655,30,and,O,CC,O
656,656,30,whose,O,WP$,O
657,657,30,body,O,NN,O
658,658,30,emitteth,O,VBZ,O
659,659,30,a,O,DT,O
660,660,30,fragrance,O,NN,O
661,661,30,like,O,IN,O
662,662,30,unto,O,IN,O
663,663,30,that,O,DT,O
664,664,30,of,O,IN,O
665,665,30,the,O,DT,O
666,666,30,blue,O,NN,O
667,667,30,lotus,O,NN,O
668,668,30,for,O,IN,O
669,669,30,two,O,CD,O
670,670,30,full,O,JJ,O
671,671,30,miles,O,NNS,O
672,672,30,around,O,RB,O
673,673,30,",",O,",",O
674,674,30,is,O,VBZ,O
675,675,30,the,O,DT,O
676,676,30,sister,O,NN,O
677,677,30,of,O,IN,O
678,678,30,the,O,DT,O
679,679,30,strong-armed,O,JJ,O
680,680,30,Dhrishtadyumna,B-PER,NNP,O
681,681,30,gifted,O,VBD,O
682,682,30,with,O,IN,O
683,683,30,great,O,JJ,O
684,684,30,prowess,O,NN,O
685,685,30,--,O,:,O
686,686,30,the,O,DT,O
687,687,30,(,O,(,O
688,688,30,would-be,O,JJ,O
689,689,30,),O,),O
690,690,30,slayer,O,NN,O
691,691,30,of,O,IN,O
692,692,30,Drona,B-PER,NNP,O
693,693,30,--,O,:,O
694,694,30,who,O,WP,O
695,695,30,was,O,VBD,O
696,696,30,born,O,VBN,O
697,697,30,with,O,IN,O
698,698,30,natural,O,JJ,O
699,699,30,mail,O,NN,O
700,700,30,and,O,CC,O
701,701,30,sword,O,NN,O
702,702,30,and,O,CC,O
703,703,30,bow,O,NN,O
704,704,30,and,O,CC,O
705,705,30,arrows,O,NNS,O
706,706,30,from,O,IN,O
707,707,30,the,O,DT,O
708,708,30,blazing,O,NN,O
709,709,30,fire,O,NN,O
710,710,30,",",O,",",O
711,711,30,himself,O,PRP,O
712,712,30,like,O,IN,O
713,713,30,unto,O,IN,O
714,714,30,the,O,DT,O
715,715,30,second,O,JJ,O
716,716,30,Fire,O,NNP,O
717,717,30,.,O,.,O
718,718,31,And,O,CC,O
719,719,31,that,O,DT,O
720,720,31,daughter,O,NN,O
721,721,31,of,O,IN,O
722,722,31,Yajnasena,B-PER,NNP,O
723,723,31,will,O,MD,O
724,724,31,select,O,VB,O
725,725,31,a,O,DT,O
726,726,31,husband,O,NN,O
727,727,31,from,O,IN,O
728,728,31,among,O,IN,O
729,729,31,the,O,DT,O
730,730,31,invited,O,JJ,O
731,731,31,princes,O,NNS,O
732,732,31,.,O,.,O
733,733,32,And,O,CC,O
734,734,32,we,O,PRP,O
735,735,32,are,O,VBP,O
736,736,32,repairing,O,VBG,O
737,737,32,thither,O,NN,O
738,738,32,to,O,TO,O
739,739,32,behold,O,VB,O
740,740,32,her,O,PRP,O
741,741,32,and,O,CC,O
742,742,32,the,O,DT,O
743,743,32,festivities,O,NNS,O
744,744,32,on,O,IN,O
745,745,32,the,O,DT,O
746,746,32,occasion,O,NN,O
747,747,32,",",O,",",O
748,748,32,like,O,IN,O
749,749,32,unto,O,IN,O
750,750,32,the,O,DT,O
751,751,32,festivities,O,NNS,O
752,752,32,of,O,IN,O
753,753,32,heaven,O,NN,O
754,754,32,.,O,.,O
755,755,33,And,O,CC,O
756,756,33,to,O,TO,O
757,757,33,that,O,DT,O
758,758,33,Swayamvara,B-EVE,NNP,O
759,759,33,will,O,MD,O
760,760,33,come,O,VB,O
761,761,33,from,O,IN,O
762,762,33,various,O,JJ,O
763,763,33,lands,O,NNS,O
764,764,33,kings,O,NNS,O
765,765,33,and,O,CC,O
766,766,33,princes,O,NNS,O
767,767,33,who,O,WP,O
768,768,33,are,O,VBP,O
769,769,33,performers,O,NNS,O
770,770,33,of,O,IN,O
771,771,33,sacrifices,O,NNS,O
772,772,33,in,O,IN,O
773,773,33,which,O,WDT,O
774,774,33,the,O,DT,O
775,775,33,presents,O,NNS,O
776,776,33,to,O,TO,O
777,777,33,the,O,DT,O
778,778,33,Brahmanas,B-COMMUNITY,NNP,O
779,779,33,are,O,VBP,O
780,780,33,large,O,JJ,O
781,781,33,:,O,:,O
782,782,33,who,O,WP,O
783,783,33,are,O,VBP,O
784,784,33,devoted,O,VBN,O
785,785,33,to,O,TO,O
786,786,33,study,O,VB,O
787,787,33,",",O,",",O
788,788,33,are,O,VBP,O
789,789,33,holy,O,JJ,O
790,790,33,",",O,",",O
791,791,33,illustrious,O,JJ,O
792,792,33,",",O,",",O
793,793,33,and,O,CC,O
794,794,33,of,O,IN,O
795,795,33,rigid,O,JJ,O
796,796,33,vows,O,NNS,O
797,797,33,;,O,:,O
798,798,33,who,O,WP,O
799,799,33,are,O,VBP,O
800,800,33,young,O,JJ,O
801,801,33,and,O,CC,O
802,802,33,handsome,O,JJ,O
803,803,33,;,O,:,O
804,804,33,and,O,CC,O
805,805,33,who,O,WP,O
806,806,33,are,O,VBP,O
807,807,33,mighty,O,JJ,O
808,808,33,car-warriors,O,NNS,O
809,809,33,and,O,CC,O
810,810,33,accomplished,O,VBN,O
811,811,33,in,O,IN,O
812,812,33,arms,O,NNS,O
813,813,33,.,O,.,O
814,814,34,Desirous,O,NNP,O
815,815,34,of,O,IN,O
816,816,34,winning,O,VBG,O
817,817,34,(,O,(,O
818,818,34,the,O,DT,O
819,819,34,hand,O,NN,O
820,820,34,of,O,IN,O
821,821,34,),O,),O
822,822,34,the,O,DT,O
823,823,34,maiden,O,NN,O
824,824,34,those,O,DT,O
825,825,34,monarchs,O,NNS,O
826,826,34,will,O,MD,O
827,827,34,all,O,DT,O
828,828,34,give,O,VB,O
829,829,34,away,O,RB,O
830,830,34,much,O,JJ,O
831,831,34,wealth,O,NN,O
832,832,34,and,O,CC,O
833,833,34,kine,O,NN,O
834,834,34,and,O,CC,O
835,835,34,food,O,NN,O
836,836,34,and,O,CC,O
837,837,34,other,O,JJ,O
838,838,34,articles,O,NNS,O
839,839,34,of,O,IN,O
840,840,34,enjoyment,O,NN,O
841,841,34,.,O,.,O
842,842,35,And,O,CC,O
843,843,35,taking,O,VBG,O
844,844,35,all,O,DT,O
